Category,Food name en_GB,Food name en_US,Food name en_CA,Food name en_AU,Food name en_NZ,Food name en_IE,Overall status,Small portion desc,Large portion desc,Small portion oligos,Small portion fructose,Small portion polyols,Small portion lactose,Large portion oligos,Large portion fructose,Large portion polyols,Large portion lactose,Notes
bread_cereal_rice_pasta,Muesli (yeast and wheat free),Muesli (yeast and wheat free),Muesli (yeast and wheat free),Muesli (yeast and wheat free),Muesli (yeast and wheat free),Muesli (yeast and wheat free),high,Quarter of a cup (25g),Half a cup (50g),high,low,low,low,high,medium,low,low,
snacks,Muesli bar (with fruit),Muesli bar (with fruit),Muesli bar (with fruit),Muesli bar (with fruit),Muesli bar (with fruit),Muesli bar (with fruit),high,Half a bar (16g),One bar (32g),high,low,low,low,high,low,low,low,
nuts_seeds,Mung beans (boiled),Mung beans (boiled),Mung beans (boiled),Mung beans (boiled),Mung beans (boiled),Mung beans (boiled),high,Quarter of a cup (53g),Half a cup (106g),low,low,low,low,high,low,low,low,
nuts_seeds,Mung beans (sprouted),Mung beans (sprouted),Mung beans (sprouted),Mung beans (sprouted),Mung beans (sprouted),Mung beans (sprouted),low,Third of a cup (47g),Two thirds of a cup (95g),low,low,low,low,low,low,low,low,Larger servings (200g or more) should be avoided
vegetables,Mushroom (button),Mushroom (button),Mushroom (button),Mushroom (button),Mushroom (button),Mushroom (button),high,Half a cup (37g),One cup (74g),low,low,high,low,medium,low,high,low,
vegetables,"Mushroom (champignons\\\\, canned)","Mushroom (champignons\\\\, canned)","Mushroom (champignons\\\\, canned)","Mushroom (champignons\\\\, canned)","Mushroom (champignons\\\\, canned)","Mushroom (champignons\\\\, canned)",low,Quarter of a cup (55g),Half a cup (110g),low,low,low,low,low,low,low,low,Larger servings (200g or more) should be avoided
vegetables,Mushroom (enoki),Mushroom (enoki),Mushroom (enoki),Mushroom (enoki),Mushroom (enoki),Mushroom (enoki),high,Half a cup (40g),One cup (80g),low,low,high,low,low,low,high,low,
vegetables,Mushroom (oyster),Mushroom (oyster),Mushroom (oyster),Mushroom (oyster),Mushroom (oyster),Mushroom (oyster),low,One cup (86g),Two cups (172g),low,low,low,low,low,low,low,low,Very large servings (1000g or more) should be avoided
vegetables,"Mushroom (porcini\\\\, dried)","Mushroom (porcini \\\\, dried)","Mushroom (porcini \\\\, dried)","Mushroom (porcini \\\\, dried)","Mushroom (porcini \\\\, dried)","Mushroom (porcini \\\\, dried)",high,One tablespoon (10g),One cup (30g),low,low,low,low,low,low,high,low,
vegetables,Mushroom (portobello),Mushroom (portobello),Mushroom (portobello),Mushroom (portobello),Mushroom (portobello),Mushroom (portobello),high,Half a mushroom (42g),One mushroom (84g),low,low,high,low,low,low,high,low,
vegetables,Mushroom (shiitake),Mushroom (shiitake),Mushroom (shiitake),Mushroom (shiitake),Mushroom (shiitake),Mushroom (shiitake),high,Two mushrooms (36g),Four mushrooms (72g),low,low,high,low,low,low,high,low,
vegetables,"Mushroom (shiitake\\\\, dried)","Mushroom (shiitake\\\\, dried)","Mushroom (shiitake\\\\, dried)","Mushroom (shiitake\\\\, dried)","Mushroom (shiitake\\\\, dried)","Mushroom (shiitake\\\\, dried)",high,Two mushrooms (7g),Four mushrooms (15g),low,low,low,low,low,low,high,low,
condiments,Mustard,Mustard,Mustard,Mustard,Mustard,Mustard,low,Half a tablespoon (5g),One tablespoon (11g),low,low,low,low,low,low,low,low,Check ingredients and avoid if onion / garlic or other high FODMAP ingredients have been added
condiments,Mustard seeds,Mustard seeds,Mustard seeds,Mustard seeds,Mustard seeds,Mustard seeds,low,Half a teaspoon (1g),One teaspoon (2g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Naan and roti bread,Naan and roti bread,Naan and roti bread,Naan and roti bread,Naan and roti bread,Naan and roti bread,high,Half a medium piece (50g),One medium piece (100g),high,low,low,low,high,high,low,low,
fruit,Nectarine,Nectarine,Nectarine,Nectarine,Nectarine,Nectarine,high,Half a medium nectarine (73g),One medium nectarine (151g),high,low,high,low,high,low,high,low,
vegetables,Nori (seaweed),Nori (seaweed),Nori (seaweed),Nori (seaweed),Nori (seaweed),Nori (seaweed),low,One sheet (2g),Two sheets (5g),low,low,low,low,low,low,low,low,
condiments,Nutmeg,Nutmeg,Nutmeg,Nutmeg,Nutmeg,Nutmeg,low,One nutmeg (2g),Two nutmegs (4g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Nutritional yeast flakes,Nutritional yeast flakes,Nutritional yeast flakes,Nutritional yeast flakes,Nutritional yeast flakes,Nutritional yeast flakes,low,Half a tablespoon (8g),One tablespoon (16g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Oat bran (unprocessed),Oat bran (unprocessed),Oat bran (unprocessed),Oat bran (unprocessed),Oat bran (unprocessed),Oat bran (unprocessed),low,One tablespoon (11g),Two tablespoons (22g),low,low,low,low,low,low,low,low,Larger servings (5 tablespoons or more) should be avoided
bread_cereal_rice_pasta,Oat groats,Oat groats,Oat groats,Oat groats,Oat groats,Oat groats,low,Quarter of a cup (60g),Half a cup (120g),low,low,low,low,low,low,low,low,Larger servings should be avoided
bread_cereal_rice_pasta,Oats (quick cooking),Oats (quick cooking),Oats (quick cooking),Oats (quick cooking),Oats (quick cooking),Oats (quick cooking),medium,Quarter of a cup (23g),Half a cup (47g),low,low,low,low,medium,low,low,low,
bread_cereal_rice_pasta,Oats (rolled),Oats (rolled),Oats (rolled),Oats (rolled),Oats (rolled),Oats (rolled),low,Quarter of a cup (26g),Half a cup (52g),low,low,low,low,low,low,low,low,Larger servings (78g or more) should be avoided
vegetables,Okra (ladies' fingers),Okra (ladies' fingers),Okra (ladies' fingers),"Okra (ladies' fingers\\\\, gumbo)","Okra (ladies' fingers\\\\, gumbo)",Okra (ladies' fingers),low,Three pods (30g),Six pods (60g),low,low,low,low,low,low,low,low,Larger servings (100g or more) should be avoided
fats_oils,Olive oil,Olive oil,Olive oil,Olive oil,Olive oil,Olive oil,low,Half a tablespoon (9g),One tablespoon (18g),low,low,low,low,low,low,low,low,Fat can trigger symptoms when consumed in excess
fats_oils,Olive oil (extra virgin),Olive oil (extra virgin),Olive oil (extra virgin),Olive oil (extra virgin),Olive oil (extra virgin),Olive oil (extra virgin),low,Half a tablespoon (9g),One tablespoon (18g),low,low,low,low,low,low,low,low,Fat can trigger symptoms when consumed in excess
fats_oils,Olive oil (garlic infused),Olive oil (garlic infused),Olive oil (garlic infused),Olive oil (garlic infused),Olive oil (garlic infused),Olive oil (garlic infused),low,Half a tablespoon (9g),One tablespoon (18g),low,low,low,low,low,low,low,low,Fat can trigger symptoms when consumed in excess
fats_oils,Olive oil (roast onion infused),Olive oil (roast onion infused),Olive oil (roast onion infused),Olive oil (roast onion infused),Olive oil (roast onion infused),Olive oil (roast onion infused),low,Half a tablespoon (9g),One tablespoon (18g),low,low,low,low,low,low,low,low,Fat can trigger symptoms when consumed in excess
fats_oils,Olive oil (virgin),Olive oil (virgin),Olive oil (virgin),Olive oil (virgin),Olive oil (virgin),Olive oil (virgin),low,Half a tablespoon (9g),One tablespoon (18g),low,low,low,low,low,low,low,low,Fat can trigger symptoms when consumed in excess
vegetables,"Olives (black\\\\, pitted)","Olives (black\\\\, pitted)","Olives (black\\\\, pitted)","Olives (black\\\\, pitted)","Olives (black\\\\, pitted)","Olives (black\\\\, pitted)",low,Quarter of a cup (30g),Half a cup (60g),low,low,low,low,low,low,low,low,
vegetables,"Olives (green\\\\, pitted)","Olives (green\\\\, pitted)","Olives (green\\\\, pitted)","Olives (green\\\\, pitted)","Olives (green\\\\, pitted)","Olives (green\\\\, pitted)",low,Quarter of a cup (30g),Half a cup (60g),low,low,low,low,low,low,low,low,
fruit,Orange (navel),Orange (navel),Orange (navel),Orange (navel),Orange (navel),Orange (navel),low,Half a medium orange (65g),One medium orange (130g),low,low,low,low,low,low,low,low,
drinks,Orange cordial (25-50% juice),Orange cordial (25-50% juice),Orange cordial (25-50% juice),Orange cordial (25-50% juice),Orange cordial (25-50% juice),Orange cordial (25-50% juice),high,25ml cordial with 225ml water,50ml cordial with 450ml water,low,high,low,low,low,high,low,low,
drinks,Orange juice (98% reconstituted),Orange juice (98% reconstituted),Orange juice (98% reconstituted),Orange juice (98% reconstituted),Orange juice (98% reconstituted),Orange juice (98% reconstituted),high,Half a glass - 125ml (105g),One glass - 250ml (210g),low,high,low,low,low,high,low,low,
drinks,Orange juice (99% blend reconstituted and fresh),Orange juice (99% blend reconstituted and fresh),Orange juice (99% blend reconstituted and fresh),Orange juice (99% blend reconstituted and fresh),Orange juice (99% blend reconstituted and fresh),Orange juice (99% blend reconstituted and fresh),high,Half a glass - 125ml (105g),One glass - 250ml (210g),low,low,low,low,low,high,low,low,
condiments,Oyster sauce,Oyster sauce,Oyster sauce,Oyster sauce,Oyster sauce,Oyster sauce,low,Half a tablespoon (10g),One tablespoon (20g),low,low,low,low,low,low,low,low,Larger servings (2 tablespoons or more) should be avoided
vegetables,Pak choi (bok choy),Bok choy,Bok choy,Pak choi (bok choy),Pak choi (bok choy),Pak choi (bok choy),low,Half a cup (43g),One cup (85g),low,low,low,low,low,low,low,low,Larger servings should be avoided
confectionery_sugars_sweeteners,Palm sugar,Palm sugar,Palm sugar,Palm sugar,Palm sugar,Palm sugar,low,Half a tablespoon (6g),One tablespoon (13g),low,low,low,low,low,low,low,low,
condiments,Pandan leaves,Pandan leaves,Pandan leaves,Pandan leaves,Pandan leaves,Pandan leaves,low,Half 2.5cm leaf (1g),One 2.5cm leaf (2g),low,low,low,low,low,low,low,low,
fruit,Papaya,Papaya,Papaya,Paw paw (papaya),Paw paw (papaya),Papaya,low,Half a cup (70g),One cup (140g),low,low,low,low,low,low,low,low,
fruit,Papaya (dried),Papaya (dried),Papaya (dried),"Paw paw (papaya\\\\, dried)","Paw paw (papaya\\\\, dried)",Papaya (dried),high,One piece (5g),Three pieces (15g),low,low,low,low,high,low,low,low,
condiments,Paprika,Paprika,Paprika,Paprika,Paprika,Paprika,low,Half a teaspoon (1g),One teaspoon (2g),low,low,low,low,low,low,low,low,
condiments,Parsley (fresh),Parsley (fresh),Parsley (fresh),Parsley (fresh),Parsley (fresh),Parsley (fresh),low,Half a cup (8g),One cup (16g),low,low,low,low,low,low,low,low,
vegetables,Parsnip,Parsnip,Parsnip,Parsnip,Parsnip,Parsnip,low,Quarter of a cup (31g),Half a cup (62g),low,low,low,low,low,low,low,low,
fruit,Passion fruit,Passion fruit,Passion fruit,Passion fruit,Passion fruit,Passion fruit,low,Half a passion fruit pulp (12g),One passion fruit pulp (23g),low,low,low,low,low,low,low,low,Larger servings (100g or more) should be avoided
condiments,Pasta sauce (cream based),Pasta sauce (cream based),Pasta sauce (cream based),Pasta sauce (cream based),Pasta sauce (cream based),Pasta sauce (cream based),high,Quarter of a cup (66g),Half a cup (132g),low,low,low,medium,high,low,low,medium,
condiments,"Pasta sauce (tomato based\\\\, with garlic & onion)","Pasta sauce (tomato based\\\\, with garlic & onion)","Pasta sauce (tomato based\\\\, with garlic & onion)","Pasta sauce (tomato based\\\\, with garlic & onion)","Pasta sauce (tomato based\\\\, with garlic & onion)","Pasta sauce (tomato based\\\\, with garlic & onion)",high,Quarter of a cup (66g),Half a cup (132g),high,low,low,low,high,low,low,low,
drinks,Pea protein supplement,Pea protein supplement,Pea protein supplement,Pea protein supplement,Pea protein supplement,Pea protein supplement,low,One tablespoon (20g),Two tablespoons (40g),low,low,low,low,low,low,low,low,
fruit,Peach (canned),Peach (canned),Peach (canned),Peach (canned),Peach (canned),Peach (canned),high,Half a cup (80g),n/a,low,high,high,low,n/a,n/a,n/a,n/a,
fruit,Peach (clingstone),Peach (clingstone),Peach (clingstone),Peach (clingstone),Peach (clingstone),Peach (clingstone),high,Half a medium peach (73g),One medium peach (145g),low,low,high,low,low,low,high,low,
fruit,Peach (white),Peach (white),Peach (white),Peach (white),Peach (white),Peach (white),high,Half a medium peach (73g),One medium peach (145g),high,low,high,low,high,low,high,low,
fruit,Peach (yellow),Peach (yellow),Peach (yellow),Peach (yellow),Peach (yellow),Peach (yellow),high,Half a medium peach (73g),One medium peach (145g),low,low,high,low,low,low,high,low,
condiments,Peanut butter,Peanut butter,Peanut butter,Peanut butter,Peanut butter,Peanut butter,low,One tablespoon (25g),Two tablespoons (50g),low,low,low,low,low,low,low,low,Check that no high FODMAP ingredients have been added; larger servings (140g or more) should be avoided
fats_oils,Peanut oil,Peanut oil,Peanut oil,Peanut oil,Peanut oil,Peanut oil,low,Half a tablespoon (9g),One tablespoon (18g),low,low,low,low,low,low,low,low,Fat can trigger symptoms when consumed in excess
nuts_seeds,Peanuts,Peanuts,Peanuts,Peanuts,Peanuts,Peanuts,low,Sixteen nuts (14g),Thirty two nuts (28g),low,low,low,low,low,low,low,low,
fruit,Pear (dried),Pear (dried),Pear (dried),Pear (dried),Pear (dried),Pear (dried),high,Three pieces (13g),Six pieces (27g),low,high,high,low,low,high,high,low,
fruit,Pear (nashi),Pear (nashi),Pear (nashi),Pear (nashi),Pear (nashi),Pear (nashi),high,Half a medium pear (93g),One medium pear (187g),low,high,high,low,low,high,high,low,
fruit,"Pear (packham\\\\, firm\\\\, peeled)","Pear (packham\\\\, firm\\\\, peeled)","Pear (packham\\\\, firm\\\\, peeled)","Pear (packham\\\\, firm\\\\, peeled)","Pear (packham\\\\, firm\\\\, peeled)","Pear (packham\\\\, firm\\\\, peeled)",high,Half a medium pear (83g),One medium pear (166g),low,high,high,low,low,high,high,low,
fruit,"Pear (packham\\\\, ripe\\\\, peeled)","Pear (packham\\\\, ripe\\\\, peeled)","Pear (packham\\\\, ripe\\\\, peeled)","Pear (packham\\\\, ripe\\\\, peeled)","Pear (packham\\\\, ripe\\\\, peeled)","Pear (packham\\\\, ripe\\\\, peeled)",high,Half a medium pear (83g),One medium pear (166g),low,high,high,low,low,high,high,low,
fruit,Pear (prickly),Pear (prickly),Pear (prickly),Pear (prickly),Pear (prickly),Pear (prickly),low,Half a medium pear (83g),One medium pear (166g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Pearl barley,Pearl barley,Pearl barley,Pearl barley,Pearl barley,Pearl barley,high,Half a cup (112g),One cup (225g),high,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Pearl barley grains (sprouted),Pearl barley grains (sprouted),Pearl barley grains (sprouted),Pearl barley grains (sprouted),Pearl barley grains (sprouted),Pearl barley grains (sprouted),low,Quarter of a cup (50g),Half a cup (100g),low,low,low,low,low,low,low,low,
nuts_seeds,Pecans,Pecans,Pecans,Pecans,Pecans,Pecans,low,Five pecan halves (10g),Ten pecan halves (20g),low,low,low,low,low,low,low,low,Larger servings (100g or more) should be avoided
condiments,Pepper (black),Pepper (black),Pepper (black),Pepper (black),Pepper (black),Pepper (black),low,Half a teaspoon (1g),One teaspoon (2g),low,low,low,low,low,low,low,low,
fruit,Persimmon,Persimmon,Persimmon,Persimmon,Persimmon,Persimmon,high,Half a persimmon (85g),One persimmon (170g),high,low,low,low,high,low,low,low,
condiments,Pesto sauce,Pesto sauce,Pesto sauce,Pesto sauce,Pesto sauce,Pesto sauce,medium,Half a tablespoon (10g),One tablespoon (20g),low,low,low,low,medium,low,low,low,Larger servings (2 tablespoons or more) should be avoided
vegetables,Pickled onions (large),Pickled onions (large),Pickled onions (large),Pickled onions (large),Pickled onions (large),Pickled onions (large),low,One onion (22g),Two onions (45g),low,low,low,low,low,low,low,low,Larger servings (80g or more) should be avoided
nuts_seeds,Pine nuts,Pine nuts,Pine nuts,Pine nuts,Pine nuts,Pine nuts,low,Half a tablespoon (7g),One tablespoon (14g),low,low,low,low,low,low,low,low,Larger servings (100g or more) should be avoided
fruit,Pineapple,Pineapple,Pineapple,Pineapple,Pineapple,Pineapple,low,Half a cup (70g),One cup (140g),low,low,low,low,low,low,low,low,Larger servings (200g or more) should be avoided
fruit,Pineapple (dried),Pineapple (dried),Pineapple (dried),Pineapple (dried),Pineapple (dried),Pineapple (dried),high,One piece (25g),Two pieces (50g),medium,low,low,low,high,low,low,low,
nuts_seeds,Pistachios,Pistachios,Pistachios,Pistachios,Pistachios,Pistachios,high,Fifteen nuts (11g),Thirty nuts (23g),high,low,low,low,high,low,low,low,
nuts_seeds,Pistachios (activated),Pistachios (activated),Pistachios (activated),Pistachios (activated),Pistachios (activated),Pistachios (activated),high,Fifteen nuts (15g),Thirty nuts (30g),high,low,low,low,high,low,low,low,
snacks,Plain sweet biscuit,Plain sweet cookie,Plain sweet cookie,Plain sweet biscuit,Plain sweet biscuit,Plain sweet biscuit,low,One biscuit (10g),Two biscuits (20g),low,low,low,low,low,low,low,low,Larger servings (4 biscuits or more) should be avoided
fruit,Plum (Black Diamond),Plum (Black Diamond),Plum (Black Diamond),Plum (Black Diamond),Plum (Black Diamond),Plum (Black Diamond),high,Half a plum (33g),One plum (66g),low,low,high,low,high,low,high,low,
bread_cereal_rice_pasta,Polenta (cornmeal),Polenta (cornmeal),Polenta (cornmeal),Polenta (cornmeal),Polenta (cornmeal),Polenta (cornmeal),low,Half a cup (125g),One cup (255g),low,low,low,low,low,low,low,low,
fruit,Pomegranate,Pomegranate,Pomegranate,Pomegranate,Pomegranate,Pomegranate,high,Half a small fruit (38g),One small fruit (76g),low,low,low,low,high,low,low,low,
snacks,Popcorn (plain),Popcorn (plain),Popcorn (plain),Popcorn (plain),Popcorn (plain),Popcorn (plain),low,One small packet (60g),One packet (120g),low,low,low,low,low,low,low,low,
nuts_seeds,Poppy seeds (black),Poppy seeds (black),Poppy seeds (black),Poppy seeds (black),Poppy seeds (black),Poppy seeds (black),low,One tablespoon (12g),Two tablespoons (24g),low,low,low,low,low,low,low,low,
meat_fish_eggs,Pork,Pork,Pork,Pork,Pork,Pork,low,Half a small fillet (65g),One small fillet (125g),low,low,low,low,low,low,low,low,
vegetables,Potato,Potato,Potato,Potato,Potato,Potato,low,Half a medium potato (61g),One medium potato (122g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Potato starch,Potato starch,Potato starch,Potato starch,Potato starch,Potato starch,low,Two thirds of a cup (100g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Make sure no high FODMAP ingredients have been added
meat_fish_eggs,Prawns (peeled),Prawns (peeled),Prawns (peeled),Prawns (peeled),Prawns (peeled),Prawns (peeled),low,Five prawns (30g),Ten prawns (60g),low,low,low,low,low,low,low,low,
snacks,Pretzels,Pretzels,Pretzels,Pretzels,Pretzels,Pretzels,low,Quarter of a cup (11g),Half a cup (21g),low,low,low,low,low,low,low,low,Larger servings (40g or more) should be avoided
fruit,Prunes,Prunes,Prunes,Prunes,Prunes,Prunes,high,Two prunes (16g),Four prunes (32g),low,low,high,low,high,low,high,low,
bread_cereal_rice_pasta,Puffed or popped rice cereal,Puffed or popped rice cereal,Puffed or popped rice cereal,Puffed or popped rice cereal,Puffed or popped rice cereal,Puffed or popped rice cereal,medium,Half a cup (15g),One cup (30g),low,low,low,low,medium,low,low,low,
bread_cereal_rice_pasta,Pumpernickel bread,Pumpernickel bread,Pumpernickel bread,Pumpernickel bread,Pumpernickel bread,Pumpernickel bread,high,One slice (50g),Two slices (100g),high,low,low,low,high,low,low,low,
vegetables,Pumpkin (canned),Pumpkin (canned),Pumpkin (canned),Pumpkin (canned),Pumpkin (canned),Pumpkin (canned),medium,Quarter of a cup (60g),Half a cup (120g),low,low,low,low,medium,low,low,low,Larger servings (160g or more) should be avoided
nuts_seeds,Pumpkin seeds,Pumpkin seeds,Pumpkin seeds,Pumpkin seeds,Pumpkin seeds,Pumpkin seeds,low,One tablespoon (11g),Two tablespoons (23g),low,low,low,low,low,low,low,low,Larger servings (100g or more) should be avoided
condiments,Quince paste,Quince paste,Quince paste,Quince paste,Quince paste,Quince paste,medium,Half a tablespoon (13g),One tablespoon (27g),low,low,low,low,medium,low,low,low,
bread_cereal_rice_pasta,Quinoa (black),Quinoa (black),Quinoa (black),Quinoa (black),Quinoa (black),Quinoa (black),low,Half a cup (75g),One cup (155g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Quinoa (red),Quinoa (red),Quinoa (red),Quinoa (red),Quinoa (red),Quinoa (red),low,Half a cup (75g),One cup (155g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Quinoa (white),Quinoa (white),Quinoa (white),Quinoa (white),Quinoa (white),Quinoa (white),low,Half a cup (75g),One cup (155g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Quinoa flakes,Quinoa flakes,Quinoa flakes,Quinoa flakes,Quinoa flakes,Quinoa flakes,low,Half a cup (25g),One cup (50g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Quinoa flour,Quinoa flour,Quinoa flour,Quinoa flour,Quinoa flour,Quinoa flour,low,Two thirds of a cup (100g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Make sure no high FODMAP ingredients have been added to flour mix
bread_cereal_rice_pasta,Quinoa pasta,Quinoa pasta,Quinoa pasta,Quinoa pasta,Quinoa pasta,Quinoa pasta,low,Half a cup (75g),One cup (155g),low,low,low,low,low,low,low,low,
nuts_seeds,Quorn mince,Quorn mince,Quorn mince,Quorn mince,Quorn mince,Quorn mince,low,Half serve (38g),One serve (75g),low,low,low,low,low,low,low,low,Some Quorn products contain garlic and onion and should be avoided
vegetables,Radish,Radish,Radish,Radish,Radish,Radish,low,One radish (20g),Two radishes (40g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Raisin toast,Raisin toast,Raisin toast,Raisin toast,Raisin toast,Raisin toast,high,One slice (37g),Two slices (75g),low,high,low,low,high,high,low,low,
fruit,Raisins,Raisins,Raisins,Raisins,Raisins,Raisins,high,One tablespoon (13g),Two tablespoons (26g),low,low,low,low,high,low,low,low,
fruit,Rambutan,Rambutan,Rambutan,Rambutan,Rambutan,Rambutan,medium,Two rambutans (31g),Four rambutans (62g),low,low,low,low,medium,low,low,low,
condiments,Rampa leaves,Rampa leaves,Rampa leaves,Rampa leaves,Rampa leaves,Rampa leaves,low,Half 2.5cm leaf (1g),One 2.5cm leaf (2g),low,low,low,low,low,low,low,low,
fruit,Raspberry,Raspberry,Raspberry,Raspberry,Raspberry,Raspberry,low,Five berries (23g),Ten berries (45g),low,low,low,low,low,low,low,low,Larger servings (90g or more) should be avoided
confectionery_sugars_sweeteners,Raw sugar,Raw sugar,Raw sugar,Raw sugar,Raw sugar,Raw sugar,low,Half a tablespoon (8g),One tablespoon (16g),low,low,low,low,low,low,low,low,
nuts_seeds,Red kidney beans (boiled),Red kidney beans (boiled),Red kidney beans (boiled),Red kidney beans (boiled),Red kidney beans (boiled),Red kidney beans (boiled),high,Quarter of a cup (48g),Half a cup (95g),high,low,low,low,high,low,low,low,
nuts_seeds,Red kidney beans (sprouted),Red kidney beans (sprouted),Red kidney beans (sprouted),Red kidney beans (sprouted),Red kidney beans (sprouted),Red kidney beans (sprouted),high,Third of a cup (47g),Two thirds of a cup (95g),high,low,low,low,high,low,low,low,
vegetables,Red pepper,Bell pepper (red),Red pepper,Capsicum (red),Capsicum (red),Red pepper,low,Quarter of a cup (26g),Half a cup (52g),low,low,low,low,low,low,low,low,May trigger heartburn / abdominal pain in some individuals with IBS
condiments,Red wine vinegar,Red wine vinegar,Red wine vinegar,Red wine vinegar,Red wine vinegar,Red wine vinegar,low,Two tablespoons (42g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
fruit,Rhubarb,Rhubarb,Rhubarb,Rhubarb,Rhubarb,Rhubarb,low,Half a cup (65g),One cup (130g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Rice (basmati),Rice (basmati),Rice (basmati),Rice (basmati),Rice (basmati),Rice (basmati),low,Half a cup (95g),One cup (190g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Rice (brown),Rice (brown),Rice (brown),Rice (brown),Rice (brown),Rice (brown),low,Half a cup (90g),One cup (180g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Rice (glutinous),Rice (glutinous),Rice (glutinous),Rice (glutinous),Rice (glutinous),Rice (glutinous),low,One cup (190g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
bread_cereal_rice_pasta,Rice (red),Rice (red),Rice (red),Rice (red),Rice (red),Rice (red),low,One cup (190g),Two cups (380g),low,low,low,low,low,low,low,low,Larger servings should be avoided
bread_cereal_rice_pasta,Rice (white),Rice (white),Rice (white),Rice (white),Rice (white),Rice (white),low,Half a cup (95g),One cup (190g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Rice bran (unprocessed),Rice bran (unprocessed),Rice bran (unprocessed),Rice bran (unprocessed),Rice bran (unprocessed),Rice bran (unprocessed),low,One tablespoon (8g),Two tablespoons (16g),low,low,low,low,low,low,low,low,Larger servings (60g or more) should be avoided
fats_oils,Rice bran oil,Rice bran oil,Rice bran oil,Rice bran oil,Rice bran oil,Rice bran oil,low,Half a tablespoon (9g),One tablespoon (18g),low,low,low,low,low,low,low,low,Fat can trigger symptoms when consumed in excess
snacks,Rice cakes (plain),Rice cakes (plain),Rice cakes (plain),Rice cakes (plain),Rice cakes (plain),Rice cakes (plain),low,One rice cake (14g),Two cakes (28g),low,low,low,low,low,low,low,low,Larger servings (4 rice cakes or more) should be avoided
snacks,Rice cakes (sour cream and chive flavour),Rice cakes (sour cream and chive flavour),Rice cakes (sour cream and chive flavour),Rice cakes (sour cream and chive flavour),Rice cakes (sour cream and chive flavour),Rice cakes (sour cream and chive flavour),high,One rice cake (14g),Two cakes (28g),low,low,low,low,high,low,low,low,
snacks,Rice crackers (plain),Rice crackers (plain),Rice crackers (plain),Rice crackers (plain),Rice crackers (plain),Rice crackers (plain),low,Ten crackers (17g),Twenty crackers (34g),low,low,low,low,low,low,low,low,Larger servings (60g or more) should be avoided
bread_cereal_rice_pasta,Rice flakes,Rice flakes,Rice flakes,Rice flakes,Rice flakes,Rice flakes,low,Eighth of a cup (15g),Quarter of a cup (30g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Rice flakes with psyllium (gluten free),Rice flakes with psyllium (gluten free),Rice flakes with psyllium (gluten free),Rice flakes with psyllium (gluten free),Rice flakes with psyllium (gluten free),Rice flakes with psyllium (gluten free),high,Half a cup (25g),One cup (50g),high,low,low,low,high,medium,low,low,
bread_cereal_rice_pasta,Rice flour,Rice flour,Rice flour,Rice flour,Rice flour,Rice flour,low,Two thirds of a cup (100g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Make sure no high FODMAP ingredients have been added to flour mix
bread_cereal_rice_pasta,Rice flour (roasted),Rice flour (roasted),Rice flour (roasted),Rice flour (roasted),Rice flour (roasted),Rice flour (roasted),low,Two thirds of a cup (100g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Make sure no high FODMAP ingredients have been added to flour mix
confectionery_sugars_sweeteners,Rice malt syrup,Rice malt syrup,Rice malt syrup,Rice malt syrup,Rice malt syrup,Rice malt syrup,low,Half a tablespoon (14g),One tablespoon (28g),low,low,low,low,low,low,low,low,
bread_cereal_rice_pasta,Rice stick noodles,Rice stick noodles,Rice stick noodles,Rice stick noodles,Rice stick noodles,Rice stick noodles,low,Half a cup (110g),One cup (220g),low,low,low,low,low,low,low,low,
condiments,Rice wine vinegar,Rice wine vinegar,Rice wine vinegar,Rice wine vinegar,Rice wine vinegar,Rice wine vinegar,low,One tablespoon (21g),Two tablespoons (42g),low,low,low,low,low,low,low,low,
vegetables,Rocket,Arugula,Rocket,Rocket,Rocket,Rocket,low,Half a cup (17g),One cup (35g),low,low,low,low,low,low,low,low,
condiments,Rosemary (fresh),Rosemary (fresh),Rosemary (fresh),Rosemary (fresh),Rosemary (fresh),Rosemary (fresh),low,Half a cup (8g),One cup (16g),low,low,low,low,low,low,low,low,
