Category,Food name en_GB,Food name en_US,Food name en_CA,Food name en_AU,Food name en_NZ,Food name en_IE,Overall status,Small portion desc,Large portion desc,Small portion oligos,Small portion fructose,Small portion polyols,Small portion lactose,Large portion oligos,Large portion fructose,Large portion polyols,Large portion lactose,Notes
drinks,"Tropical juice (45% apple\\\\, 6% apricot juice)","Tropical juice (45% apple\\\\, 6% apricot juice)","Tropical juice (45% apple\\\\, 6% apricot juice)","Tropical juice (45% apple\\\\, 6% apricot juice)","Tropical juice (45% apple\\\\, 6% apricot juice)","Tropical juice (45% apple\\\\, 6% apricot juice)",high,Half a glass - 100ml (105g),One glass - 200ml (210g),low,high,medium,low,low,high,high,low,
drinks,"Tropical juice (50% apple\\\\, 8% pear & mango juice)","Tropical juice (50% apple\\\\, 8% pear & mango juice)","Tropical juice (50% apple\\\\, 8% pear & mango juice)","Tropical juice (50% apple\\\\, 8% pear & mango juice)","Tropical juice (50% apple\\\\, 8% pear & mango juice)","Tropical juice (50% apple\\\\, 8% pear & mango juice)",high,Half a glass - 100ml (105g),One glass - 200ml (210g),low,high,medium,low,low,high,high,low,
meat_fish_eggs,"Tuna (plain\\\\, canned in brine)","Tuna (plain\\\\, canned in brine)","Tuna (plain\\\\, canned in brine)","Tuna (plain\\\\, canned in brine)","Tuna (plain\\\\, canned in brine)","Tuna (plain\\\\, canned in brine)",low,Half serve (60g),One serve (120g),low,low,low,low,low,low,low,low,
meat_fish_eggs,"Tuna (plain\\\\, canned in oil)","Tuna (plain\\\\, canned in oil)","Tuna (plain\\\\, canned in oil)","Tuna (plain\\\\, canned in oil)","Tuna (plain\\\\, canned in oil)","Tuna (plain\\\\, canned in oil)",low,Half serve (60g),One serve (120g),low,low,low,low,low,low,low,low,
condiments,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric,low,Half a teaspoon (1g),One teaspoon (2g),low,low,low,low,low,low,low,low,
vegetables,Turnip,Turnip,Turnip,Turnip,Turnip,Turnip,low,Half a cup (33g),One cup (65g),low,low,low,low,low,low,low,low,Larger servings (100g or more) should be avoided
condiments,Tzatziki dip,Tzatziki dip,Tzatziki dip,Tzatziki dip,Tzatziki dip,Tzatziki dip,high,One tablespoon (20g),Two tablespoons (40g),medium,medium,low,low,high,high,low,low,
condiments,Vanilla bean pods,Vanilla bean pods,Vanilla bean pods,Vanilla bean pods,Vanilla bean pods,Vanilla bean pods,low,One pod (4g),Two pods (8g),low,low,low,low,low,low,low,low,
condiments,Vanilla essence,Vanilla essence,Vanilla essence,Vanilla essence,Vanilla essence,Vanilla essence,low,Half a tablespoon (10g),One tablespoon (20g),low,low,low,low,low,low,low,low,
condiments,Vegemite,Vegemite,Vegemite,Vegemite,Vegemite,Vegemite,low,Half a teaspoon (3g),One teaspoon (6g),low,low,low,low,low,low,low,low,
drinks,Vegetable blend juice (tomato base),Vegetable blend juice (tomato base),Vegetable blend juice (tomato base),Vegetable blend juice (tomato base),Vegetable blend juice (tomato base),Vegetable blend juice (tomato base),low,Half a glass - 100ml (105g),One glass - 200ml (210g),low,low,low,low,low,low,low,low,Examine ingredients carefully and avoid drinks containing apple juice
drinks,"Vegetable blend juice (tomato\\\\, carrot\\\\, celery\\\\, beetroot)","Vegetable blend juice (tomato\\\\, carrot\\\\, celery\\\\, beetroot)","Vegetable blend juice (tomato\\\\, carrot\\\\, celery\\\\, beetroot)","Vegetable blend juice (tomato\\\\, carrot\\\\, celery\\\\, beetroot)","Vegetable blend juice (tomato\\\\, carrot\\\\, celery\\\\, beetroot)","Vegetable blend juice (tomato\\\\, carrot\\\\, celery\\\\, beetroot)",low,One glass - 200ml (210g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Examine ingredients carefully and avoid drinks containing apple juice
fats_oils,Vegetable oil,Vegetable oil,Vegetable oil,Vegetable oil,Vegetable oil,Vegetable oil,low,Half a tablespoon (9g),One tablespoon (18g),low,low,low,low,low,low,low,low,Fat can trigger symptoms when consumed in excess
condiments,Vegetable pickles / relish,Vegetable pickles / relish,Vegetable pickles / relish,Vegetable pickles / relish,Vegetable pickles / relish,Vegetable pickles / relish,high,One tablespoon (20g),Two tablespoons (41g),low,low,low,low,high,low,low,low,
nuts_seeds,Vegetarian mince (with onion),Vegetarian mince (with onion),Vegetarian mince (with onion),Vegetarian mince (with onion),Vegetarian mince (with onion),Vegetarian mince (with onion),high,Quarter of a cup (43g),Half a cup (85g),high,low,low,low,high,low,low,low,
condiments,Verjuice,Verjuice,Verjuice,Verjuice,Verjuice,Verjuice,low,Two tablespoons (42g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (600ml or more) should be avoided
bread_cereal_rice_pasta,Vermicelli noodles,Vermicelli noodles,Vermicelli noodles,Vermicelli noodles,Vermicelli noodles,Vermicelli noodles,low,One cup (113g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
drinks,Vodka,Vodka,Vodka,Vodka,Vodka,Vodka,low,15ml,30ml,low,low,low,low,low,low,low,low,Alcohol is a gut irritant; limited intake is advised and combine with food
vegetables,Wakame flakes (seaweed),Wakame flakes (seaweed),Wakame flakes (seaweed),Wakame flakes (seaweed),Wakame flakes (seaweed),Wakame flakes (seaweed),medium,One teaspoon (5g),Two teaspoons (10g),low,low,low,low,low,low,medium,low,Contains moderate Polyols (mannitol); limit intake if you malabsorp mannitol
nuts_seeds,Walnuts,Walnuts,Walnuts,Walnuts,Walnuts,Walnuts,low,Five nut halves (15g),Ten nut halves (30g),low,low,low,low,low,low,low,low,Larger servings (135g or more) should be avoided
condiments,Wasabi paste,Wasabi paste,Wasabi paste,Wasabi paste,Wasabi paste,Wasabi paste,low,Two tablespoons (42g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (90g or more) should be avoided
vegetables,Water chestnuts,Water chestnuts,Water chestnuts,Water chestnuts,Water chestnuts,Water chestnuts,low,Quarter of a cup (27g),Half a cup (55g),low,low,low,low,low,low,low,low,Larger servings (333g or more) should be avoided
condiments,Watercress (fresh),Watercress (fresh),Watercress (fresh),Watercress (fresh),Watercress (fresh),Watercress (fresh),low,Half a cup (40g),One cup (80g),low,low,low,low,low,low,low,low,
fruit,Watermelon (seedless),Watermelon (seedless),Watermelon (seedless),Watermelon (seedless),Watermelon (seedless),Watermelon (seedless),high,Quarter slice (72g),One thick slice (286g),medium,high,low,low,high,high,high,low,
bread_cereal_rice_pasta,Wheat bran (processed),Wheat bran (processed),Wheat bran (processed),Wheat bran (processed),Wheat bran (processed),Wheat bran (processed),high,Half a tablespoon (5g),One tablespoon (10g),low,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Wheat bran (unprocessed),Wheat bran (unprocessed),Wheat bran (unprocessed),Wheat bran (unprocessed),Wheat bran (unprocessed),Wheat bran (unprocessed),high,Half a tablespoon (5g),One tablespoon (10g),low,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Wheat bran pellets,Wheat bran pellets,Wheat bran pellets,Wheat bran pellets,Wheat bran pellets,Wheat bran pellets,high,Quarter of a cup (16g),Half a cup (32g),high,low,low,low,high,medium,low,low,
bread_cereal_rice_pasta,Wheat bread (multigrain),Wheat bread (multigrain),Wheat bread (multigrain),Wheat bread (multigrain),Wheat bread (multigrain),Wheat bread (multigrain),high,One slice (34g),Two slices (68g),medium,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Wheat bread (white),Wheat bread (white),Wheat bread (white),Wheat bread (white),Wheat bread (white),Wheat bread (white),high,One slice (24g),Two slices (48g),low,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Wheat bread (whole grain),Wheat bread (whole grain),Wheat bread (whole grain),Wheat bread (whole grain),Wheat bread (whole grain),Wheat bread (whole grain),high,One slice (26g),Two slices (52g),medium,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Wheat bread (wholemeal),Wheat bread (wholemeal),Wheat bread (wholemeal),Wheat bread (wholemeal),Wheat bread (wholemeal),Wheat bread (wholemeal),high,One slice (24g),Two slices (48g),low,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Wheat flour,Wheat flour,Wheat flour,Wheat flour,Wheat flour,Wheat flour,high,Two thirds of a cup (100g),n/a,high,low,low,low,n/a,n/a,n/a,n/a,
bread_cereal_rice_pasta,Wheat germ (raw),Wheat germ (raw),Wheat germ (raw),Wheat germ (raw),Wheat germ (raw),Wheat germ (raw),high,Quarter of a cup (25g),Half a cup (50g),high,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Wheat gnocchi,Wheat gnocchi,Wheat gnocchi,Wheat gnocchi,Wheat gnocchi,Wheat gnocchi,high,Half a cup (100g),One cup (200g),high,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Wheat grain (sprouted),Wheat grain (sprouted),Wheat grain (sprouted),Wheat grain (sprouted),Wheat grain (sprouted),Wheat grain (sprouted),high,Quarter of a cup (50g),Half a cup (100g),low,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Wheat noodles,Wheat noodles,Wheat noodles,Wheat noodles,Wheat noodles,Wheat noodles,high,Half a cup (84g),One cup (169g),high,high,low,low,high,high,low,low,
bread_cereal_rice_pasta,Wheat pasta,Wheat pasta,Wheat pasta,Wheat pasta,Wheat pasta,Wheat pasta,high,Half a cup (74g),One cup (148g),low,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,"Wheat\\\\, corn\\\\, rice\\\\, oat flakes cereal with fruit & nuts","Wheat\\\\, corn\\\\, rice\\\\, oat flakes cereal with fruit & nuts","Wheat\\\\, corn\\\\, rice\\\\, oat flakes cereal with fruit & nuts","Wheat\\\\, corn\\\\, rice\\\\, oat flakes cereal with fruit & nuts","Wheat\\\\, corn\\\\, rice\\\\, oat flakes cereal with fruit & nuts","Wheat\\\\, corn\\\\, rice\\\\, oat flakes cereal with fruit & nuts",high,Quarter of a cup (15g),Half a cup (30g),medium,low,low,low,high,low,low,low,
drinks,Wheatgrass powder,Wheatgrass powder,Wheatgrass powder,Wheatgrass powder,Wheatgrass powder,Wheatgrass powder,low,Half a teaspoon (1g),One teaspoon (3g),low,low,low,low,low,low,low,low,
drinks,Whisky,Whisky,Whisky,Whisky,Whisky,Whiskey,low,15ml,30ml,low,low,low,low,low,low,low,low,Alcohol is a gut irritant; limited intake is advised and combine with food
vegetables,White onion,White onion,White onion,White onion,White onion,White onion,high,Three rings (18g),Six rings (36g),high,low,low,low,high,low,low,low,
bread_cereal_rice_pasta,Wholewheat biscuit cereal,Wholewheat biscuit cereal,Wholewheat biscuit cereal,Wholewheat biscuit cereal,Wholewheat biscuit cereal,Wholewheat biscuit cereal,high,One biscuit (15g),Two biscuits (30g),high,low,low,low,high,medium,low,low,
drinks,Wine (low glycaemic index),Wine (low glycaemic index),Wine (low glycaemic index),Wine (low glycaemic index),Wine (low glycaemic index),Wine (low glycaemic index),high,75ml,150ml,low,high,low,low,low,high,low,low,Alcohol is a gut irritant; limited intake is advised and combine with food
drinks,Wine (red),Wine (red),Wine (red),Wine (red),Wine (red),Wine (red),low,75ml,150ml,low,low,low,low,low,low,low,low,Alcohol is a gut irritant; limited intake is advised and combine with food
drinks,Wine (sparkling),Wine (sparkling),Wine (sparkling),Wine (sparkling),Wine (sparkling),Wine (sparkling),low,75ml,150ml,low,low,low,low,low,low,low,low,Alcohol is a gut irritant; limited intake is advised and combine with food
drinks,Wine (sticky),Wine (sticky),Wine (sticky),Wine (sticky),Wine (sticky),Wine (sticky),high,75ml,150ml,low,high,low,low,low,high,low,low,Alcohol is a gut irritant; limited intake is advised and combine with food
drinks,Wine (sweet),Wine (sweet),Wine (sweet),Wine (sweet),Wine (sweet),Wine (sweet),low,75ml,150ml,low,low,low,low,low,low,low,low,Alcohol is a gut irritant; limited intake is advised and combine with food
drinks,Wine (white),Wine (white),Wine (white),Wine (white),Wine (white),Wine (white),low,75ml,150ml,low,low,low,low,low,low,low,low,Alcohol is a gut irritant; limited intake is advised and combine with food
drinks,"Wine (white\\\\, dry)","Wine (white\\\\, dry)","Wine (white\\\\, dry)","Wine (white\\\\, dry)","Wine (white\\\\, dry)","Wine (white\\\\, dry)",low,75ml,150ml,low,low,low,low,low,low,low,low,Alcohol is a gut irritant; limited intake is advised and combine with food
bread_cereal_rice_pasta,Wonton wrapper (uncooked),Wonton wrapper (uncooked),Wonton wrapper (uncooked),Wonton wrapper (uncooked),Wonton wrapper (uncooked),Wonton wrapper (uncooked),low,Eight wrappers (64g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (30 wrappers or more) should be avoided
condiments,Worcestershire sauce,Worcestershire sauce,Worcestershire sauce,Worcestershire sauce,Worcestershire sauce,Worcestershire sauce,low,One tablespoon (21g),Two tablespoons (42g),low,low,low,low,low,low,low,low,
vegetables,Yardlong bean (snake bean / asparagus bean),Yardlong bean (snake bean / asparagus bean),Yardlong bean (snake bean / asparagus bean),Yardlong bean (snake bean / asparagus bean),Yardlong bean (snake bean / asparagus bean),Yardlong bean (snake bean / asparagus bean),low,One cup (90g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
dairy,Yoghurt (coconut),Yogurt (coconut),Yogurt (coconut),Yoghurt (coconut),Yoghurt (coconut),Yoghurt (coconut),low,Half a tub (62g),One tub (125g),low,low,low,low,low,low,low,low,
dairy,Yoghurt (goat's milk),Yogurt (goat's milk),Yogurt (goat's milk),Yoghurt (goat's milk),Yoghurt (goat's milk),Yoghurt (goat's milk),low,Half a tub (85g),One tub (170g),low,low,low,low,low,low,low,low,
dairy,Yoghurt (lactose free),Yogurt (lactose free),Yogurt (lactose free),Yoghurt (lactose free),Yoghurt (lactose free),Yoghurt (lactose free),low,Half a tub (85g),One tub (170g),low,low,low,low,low,low,low,low,
dairy,"Yoghurt (natural\\\\, Indian)","Yogurt (natural\\\\, Indian)","Yogurt (natural\\\\, Indian)","Yoghurt (natural\\\\, Indian)","Yoghurt (natural\\\\, Indian)","Yoghurt (natural\\\\, Indian)",high,Quarter of a cup (63g),Half a cup (125g),low,low,low,high,low,low,low,high,
dairy,"Yoghurt (natural\\\\, low fat)","Yogurt (natural\\\\, low fat)","Yogurt (natural\\\\, low fat)","Yoghurt (natural\\\\, low fat)","Yoghurt (natural\\\\, low fat)","Yoghurt (natural\\\\, low fat)",high,Half a tub (85g),One tub (170g),low,low,low,high,low,low,low,high,
dairy,"Yoghurt (natural\\\\, regular)","Yogurt (natural\\\\, regular)","Yogurt (natural\\\\, regular)","Yoghurt (natural\\\\, regular)","Yoghurt (natural\\\\, regular)","Yoghurt (natural\\\\, regular)",high,Half a tub (85g),One tub (170g),low,low,low,high,low,low,low,high,
dairy,"Yoghurt (strawberry\\\\, lactose free)","Yogurt (strawberry\\\\, lactose free)","Yogurt (strawberry\\\\, lactose free)","Yoghurt (strawberry\\\\, lactose free)","Yoghurt (strawberry\\\\, lactose free)","Yoghurt (strawberry\\\\, lactose free)",low,Half a tub (85g),One tub (170g),low,low,low,low,low,low,low,low,
dairy,Yoghurt (vanilla flavoured),Yogurt (vanilla flavored),Yogurt (vanilla flavoured),Yoghurt (vanilla flavoured),Yoghurt (vanilla flavoured),Yoghurt (vanilla flavoured),high,Half a tub (85g),One tub (170g),low,low,low,medium,low,low,low,high,
bread_cereal_rice_pasta,Sorghum flour,Sorghum flour,Sorghum flour,Sorghum flour,Sorghum flour,Sorghum flour,low,Two thirds of a cup (100g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Make sure no high FODMAP ingredients have been added to flour mix
bread_cereal_rice_pasta,Cassava flour,Cassava flour,Cassava flour,Cassava flour,Cassava flour,Cassava flour,low,One small serving (15g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger serving sizes should be avoided
dairy,Milk (hemp),Milk (hemp),Milk (hemp),Milk (hemp),Milk (hemp),Milk (hemp),low,Half a cup (125ml),One cup (250ml),low,low,low,low,low,low,low,low,Larger servings (300ml or more) should be avoided
bread_cereal_rice_pasta,Soy flour,Soy flour,Soy flour,Soy flour,Soy flour,Soy flour,high,One third of a cup (50g),n/a,high,low,low,low,n/a,n/a,n/a,n/a,
bread_cereal_rice_pasta,Taco shells,Taco shells,Taco shells,Taco shells,Taco shells,Taco shells,low,Three shells (32g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
condiments,Mirin,Mirin,Mirin,Mirin,Mirin,Mirin,low,One and a half tablespoons (20g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
fats_oils,Rapeseed oil,Rapeseed oil,Rapeseed oil,Rapeseed oil,Rapeseed oil,Rapeseed oil,low,200ml,n/a,low,low,low,low,n/a,n/a,n/a,n/a,
confectionery_sugars_sweeteners,Liquorice,Licorice ,Licorice ,Liquorice / licorice ,Liquorice / licorice ,Liquorice,low,One packet (25g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
fruit,Jackfruit (tinned in syrup),Jackfruit (tinned in syrup),Jackfruit (tinned in syrup),Jackfruit (tinned in syrup),Jackfruit (tinned in syrup),Jackfruit (tinned in syrup),low,One cup drained (150g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
vegetables,Mushroom (black fungi),Mushroom (black fungi),Mushroom (black fungi),Mushroom (black fungi),Mushroom (black fungi),Mushroom (black fungi),low,One cup (60g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
fruit,Tamarind,Tamarind,Tamarind,Tamarind,Tamarind,Tamarind,low,Four fruits (8g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (5 fruits or more) should be avoided
condiments,Tamarind paste,Tamarind paste,Tamarind paste,Tamarind paste,Tamarind paste,Tamarind paste,low,Half a tablespoon (11g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (3 tablespoons or more) should be avoided
vegetables,Spirulina powder,Spirulina powder,Spirulina powder,Spirulina powder,Spirulina powder,Spirulina powder,low,One teaspoon (5g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
meat_fish_eggs,Bacon (semi-trimmed middle rashers),Bacon (semi-trimmed middle rashers),Bacon (semi-trimmed middle rashers),Bacon (semi-trimmed middle rashers),Bacon (semi-trimmed middle rashers),Bacon (semi-trimmed middle rashers),low,Two rashers (60g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,This assessment applies to bacon cured with nitrates rather than celery powder / juice; fat can trigger symptoms when consumed in excess
nuts_seeds,"Pinto beans (dried\\\\, cooked)","Pinto beans (dried\\\\, cooked)","Pinto beans (dried\\\\, cooked)","Pinto beans (dried\\\\, cooked)","Pinto beans (dried\\\\, cooked)","Pinto beans (dried\\\\, cooked)",high,One and a half tablespoons (23g),Half a cup (125g),low,low,low,low,high,low,low,low,
nuts_seeds,Pinto beans (refried),Pinto beans (refried),Pinto beans (refried),Pinto beans (refried),Pinto beans (refried),Pinto beans (refried),high,One sixth of a cup (45g),Half a cup (135g),low,low,low,low,high,low,low,low,
condiments,Paprika (smoked),Paprika (smoked),Paprika (smoked),Paprika (smoked),Paprika (smoked),Paprika (smoked),low,One teaspoon (2g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
condiments,Mustard (Dijon),Mustard (Dijon),Mustard (Dijon),Mustard (Dijon),Mustard (Dijon),Mustard (Dijon),low,One tablespoon (23g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Very large servings (230g or more) should be avoided
condiments,Oregano (dried),Oregano (dried),Oregano (dried),Oregano (dried),Oregano (dried),Oregano (dried),low,One teaspoon (3g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Very large servings (85g or more) should be avoided
vegetables,Taro,Taro,Taro,Taro,Taro,Taro,low,Half a cup (75g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (90g or more) should be avoided
bread_cereal_rice_pasta,"Semolina (fine\\\\, uncooked)","Semolina (fine\\\\, uncooked)","Semolina (fine\\\\, uncooked)","Semolina (fine\\\\, uncooked)","Semolina (fine\\\\, uncooked)","Semolina (fine\\\\, uncooked)",high,Two tablespoons (30g),One cup (140g),medium,low,low,low,high,low,low,low,
vegetables,Jalapeño chilli pepper (pickled),Jalapeño chili pepper (pickled),Jalapeño chilli pepper (pickled),Jalapeño chilli pepper (pickled),Jalapeño chilli pepper (pickled),Jalapeño chilli pepper (pickled),low,One tablespoon (15g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Limit intake if IBS symptoms are triggered by spicy foods
vegetables,Habanero chilli pepper (green),Habanero chili pepper (green),Habanero chili pepper (green),Habanero chilli pepper (green),Habanero chilli pepper (green),Habanero chilli pepper (green),low,One chilli (9g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Limit intake if IBS symptoms are triggered by spicy foods
bread_cereal_rice_pasta,"Inulin (dietary fibre\\\\, chicory root extract)","Inulin (dietary fiber\\\\, chicory root extract)","Inulin (dietary fibre\\\\, chicory root extract)","Inulin (dietary fibre\\\\, chicory root extract)","Inulin (dietary fibre\\\\, chicory root extract)","Inulin (dietary fibre\\\\, chicory root extract)",high,Single serving (2.8g),n/a,high,low,low,low,n/a,n/a,n/a,n/a,
bread_cereal_rice_pasta,Xanthan gum,Xanthan gum,Xanthan gum,Xanthan gum,Xanthan gum,Xanthan gum,low,One tablespoon (5g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
bread_cereal_rice_pasta,Filo pastry,Filo / phyllo pastry,Filo / phyllo pastry,Filo pastry,Filo pastry,Filo pastry,medium,One sheet (20g),Two sheets (40g),low,low,low,low,medium,low,low,low,
fruit,Acai powder,Acai powder,Acai powder,Acai powder,Acai powder,Acai powder,low,One tablespoon (20g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (200g or more) should be avoided
vegetables,Chipotle chilli pepper (dried),Chipotle chili pepper (dried),Chipotle chili pepper (dried),Chipotle chilli pepper (dried),Chipotle chilli pepper (dried),Chipotle chilli pepper (dried),high,One teaspoon (3g),One chilli (18g),low,medium,low,low,low,high,low,low,
confectionery_sugars_sweeteners,Sorbitol (420 / glucitol),Sorbitol / 420 / glucitol,Sorbitol / 420 / glucitol,Sorbitol / 420 / glucitol,Sorbitol / 420 / glucitol,Sorbitol / 420 / glucitol,high,Any serving size,n/a,low,low,high,low,low,low,high,low,Sorbitol is also known as 420 / E420 / glucitol on food labels
confectionery_sugars_sweeteners,Mannitol (421),Mannitol (421),Mannitol (421),Mannitol (421),Mannitol (421),Mannitol (421),high,Any serving size,n/a,low,low,high,low,low,low,high,low,Mannitol is also known as 421 / E421 on food labels
drinks,"Coffee (brewed\\\\, black)","Coffee (brewed\\\\, black)","Coffee (brewed\\\\, black)","Coffee (brewed\\\\, black)","Coffee (brewed\\\\, black)","Coffee (brewed\\\\, black)",low,Six ounce cup (180ml),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Caffeine can trigger symptoms when consumed in excess
drinks,"Coffee (brewed\\\\, decaf\\\\, black)","Coffee (brewed\\\\, decaf\\\\, black)","Coffee (brewed\\\\, decaf\\\\, black)","Coffee (brewed\\\\, decaf\\\\, black)","Coffee (brewed\\\\, decaf\\\\, black)","Coffee (brewed\\\\, decaf\\\\, black)",low,Six ounce cup (180ml),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
fruit,Plantain (peeled),Plantain (peeled),Plantain (peeled),Plantain (peeled),Plantain (peeled),Plantain (peeled),low,One medium plantain (145g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
vegetables,Sauerkraut (fermented white cabbage),Sauerkraut (fermented white cabbage),Sauerkraut (fermented white cabbage),Sauerkraut (fermented white cabbage),Sauerkraut (fermented white cabbage),Sauerkraut (fermented white cabbage),high,One tablespoon (20g),Half a cup (75g),low,low,low,low,low,low,high,low,
fruit,Mangosteen,Mangosteen,Mangosteen,Mangosteen,Mangosteen,Mangosteen,low,Two medium peeled fruits (50g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (100g or more) should be avoided
vegetables,Endive leaves,Endive leaves,Endive leaves,Endive leaves,Endive leaves,Endive leaves,low,Seven leaves (75g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
fats_oils,Truffle oil,Truffle oil,Truffle oil,Truffle oil,Truffle oil,Truffle oil,low,One teaspoon (5g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Fat can trigger symptoms when consumed in excess
vegetables,Yam,Yam,Yam,Yam,Yam,Yam,low,Half a cup (75g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (300g or more) should be avoided
vegetables,Cornichons,Cornichons,Cornichons,Cornichons,Cornichons,Cornichons,low,Ten cornichons (28g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
condiments,Cinnamon sticks,Cinnamon sticks,Cinnamon sticks,Cinnamon sticks,Cinnamon sticks,Cinnamon sticks,low,One stick/quill (2g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Very large servings (200g or more) should be avoided
vegetables,Garlic (black),Garlic (black),Garlic (black),Garlic (black),Garlic (black),Garlic (black),high,One clove (3g),n/a,medium,high,low,low,n/a,n/a,n/a,n/a,
dairy,Cheese (Gruyere),Cheese (Gruyere),Cheese (Gruyere),Cheese (Gruyere),Cheese (Gruyere),Cheese (Gruyere),low,Two slices (40g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
dairy,Cheese (Manchego),Cheese (Manchego),Cheese (Manchego),Cheese (Manchego),Cheese (Manchego),Cheese (Manchego),low,Two slices (40g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,
bread_cereal_rice_pasta,Chickpea pasta,Chickpea pasta,Chickpea pasta,Chickpea pasta,Chickpea pasta,Chickpea pasta,low,One cup (100g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger serving sizes (120g or more) should be avoided
bread_cereal_rice_pasta,Rice (black),Rice (black),Rice (black),Rice (black),Rice (black),Rice (black),low,Half a cup cooked (120g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings should be avoided
bread_cereal_rice_pasta,Buckwheat flakes (cooked),Buckwheat flakes (cooked),Buckwheat flakes (cooked),Buckwheat flakes (cooked),Buckwheat flakes (cooked),Buckwheat flakes (cooked),low,Half a cup cooked (120g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (360g or more) should be avoided
vegetables,"Kimchi (fermented cabbage\\\\, radish)","Kimchi (fermented cabbage\\\\, radish)","Kimchi (fermented cabbage\\\\, radish)","Kimchi (fermented cabbage\\\\, radish)","Kimchi (fermented cabbage\\\\, radish)","Kimchi (fermented cabbage\\\\, radish)",high,Small serving (47g),Half a cup (75g),low,low,low,low,low,low,high,low,
dairy,"Yoghurt (natural\\\\, Greek)","Yogurt (natural\\\\, Greek)","Yogurt (natural\\\\, Greek)","Yoghurt (natural\\\\, Greek)","Yoghurt (natural\\\\, Greek)","Yoghurt (natural\\\\, Greek)",high,Three tablespoons (93g),Three quarters of a cup (170g),low,low,low,medium,low,low,low,high,
vegetables,Tomatillo (fresh),Tomatillo (fresh),Tomatillo (fresh),Tomatillo (fresh),Tomatillo (fresh),Tomatillo (fresh),low,One cup (75g),n/a,low,low,low,low,n/a,n/a,n/a,n/a,Larger servings (250g or more) should be avoided
